Spot_Name,District,Category,Year,Month,Season,Festival,Total_Visitors
Alampur Jogulamba Temple,Jogulamba Gadwal,religious,2025,September,Monsoon,Vinayaka Chavithi,8115
Alampur Jogulamba Temple,Jogulamba Gadwal,religious,2025,October,Post-Monsoon,"Bathukamma, Dussehra",16487
Alampur Jogulamba Temple,Jogulamba Gadwal,religious,2025,November,Winter,Diwali,17286
Alampur Jogulamba Temple,Jogulamba Gadwal,religious,2025,December,Winter,Christmas,20284
Gadwal Fort,Jogulamba Gadwal,heritage,2024,January,Winter,"Bhogi, Sankranti",14147
Gadwal Fort,Jogulamba Gadwal,heritage,2024,February,Winter,Maha Shivaratri,12553
Gadwal Fort,Jogulamba Gadwal,heritage,2024,March,Summer,Holi,7425
Gadwal Fort,Jogulamba Gadwal,heritage,2024,April,Summer,"Ugadi, Sri Rama Navami",7614
Gadwal Fort,Jogulamba Gadwal,heritage,2024,May,Summer,Buddha Purnima,7340
Gadwal Fort,Jogulamba Gadwal,heritage,2024,June,Monsoon,None,5046
Gadwal Fort,Jogulamba Gadwal,heritage,2024,July,Monsoon,Bonalu,5347
Gadwal Fort,Jogulamba Gadwal,heritage,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",5330
Gadwal Fort,Jogulamba Gadwal,heritage,2024,September,Monsoon,Vinayaka Chavithi,5875
Gadwal Fort,Jogulamba Gadwal,heritage,2024,October,Post-Monsoon,"Bathukamma, Dussehra",11195
Gadwal Fort,Jogulamba Gadwal,heritage,2024,November,Winter,Diwali,13060
Gadwal Fort,Jogulamba Gadwal,heritage,2024,December,Winter,Christmas,13985
Gadwal Fort,Jogulamba Gadwal,heritage,2025,January,Winter,"Bhogi, Sankranti",16930
Gadwal Fort,Jogulamba Gadwal,heritage,2025,February,Winter,Maha Shivaratri,13727
Gadwal Fort,Jogulamba Gadwal,heritage,2025,March,Summer,Holi,8807
Gadwal Fort,Jogulamba Gadwal,heritage,2025,April,Summer,"Ugadi, Sri Rama Navami",8948
Gadwal Fort,Jogulamba Gadwal,heritage,2025,May,Summer,Buddha Purnima,7991
Gadwal Fort,Jogulamba Gadwal,heritage,2025,June,Monsoon,None,4731
Gadwal Fort,Jogulamba Gadwal,heritage,2025,July,Monsoon,Bonalu,5601
Gadwal Fort,Jogulamba Gadwal,heritage,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",6483
Gadwal Fort,Jogulamba Gadwal,heritage,2025,September,Monsoon,Vinayaka Chavithi,6015
Gadwal Fort,Jogulamba Gadwal,heritage,2025,October,Post-Monsoon,"Bathukamma, Dussehra",13578
Gadwal Fort,Jogulamba Gadwal,heritage,2025,November,Winter,Diwali,14859
Gadwal Fort,Jogulamba Gadwal,heritage,2025,December,Winter,Christmas,15651
Guddemdoddi Balancing Reservoir Dam(not a major tourism spot),Jogulamba Gadwal,nature,2024,January,Winter,"Bhogi, Sankranti",11918
Guddemdoddi Balancing Reservoir Dam(not a major tourism spot),Jogulamba Gadwal,nature,2024,February,Winter,Maha Shivaratri,10527
Guddemdoddi Balancing Reservoir Dam(not a major tourism spot),Jogulamba Gadwal,nature,2024,March,Summer,Holi,7187
Guddemdoddi Balancing Reservoir Dam(not a major tourism spot),Jogulamba Gadwal,nature,2024,April,Summer,"Ugadi, Sri Rama Navami",6773
Guddemdoddi Balancing Reservoir Dam(not a major tourism spot),Jogulamba Gadwal,nature,2024,May,Summer,Buddha Purnima,5806
Guddemdoddi Balancing Reservoir Dam(not a major tourism spot),Jogulamba Gadwal,nature,2024,June,Monsoon,None,3826
Guddemdoddi Balancing Reservoir Dam(not a major tourism spot),Jogulamba Gadwal,nature,2024,July,Monsoon,Bonalu,3948
Guddemdoddi Balancing Reservoir Dam(not a major tourism spot),Jogulamba Gadwal,nature,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",5039
Guddemdoddi Balancing Reservoir Dam(not a major tourism spot),Jogulamba Gadwal,nature,2024,September,Monsoon,Vinayaka Chavithi,4597
Guddemdoddi Balancing Reservoir Dam(not a major tourism spot),Jogulamba Gadwal,nature,2024,October,Post-Monsoon,"Bathukamma, Dussehra",9870
Guddemdoddi Balancing Reservoir Dam(not a major tourism spot),Jogulamba Gadwal,nature,2024,November,Winter,Diwali,11414
Guddemdoddi Balancing Reservoir Dam(not a major tourism spot),Jogulamba Gadwal,nature,2024,December,Winter,Christmas,12412
Guddemdoddi Balancing Reservoir Dam(not a major tourism spot),Jogulamba Gadwal,nature,2025,January,Winter,"Bhogi, Sankranti",13304
Guddemdoddi Balancing Reservoir Dam(not a major tourism spot),Jogulamba Gadwal,nature,2025,February,Winter,Maha Shivaratri,12026
Guddemdoddi Balancing Reservoir Dam(not a major tourism spot),Jogulamba Gadwal,nature,2025,March,Summer,Holi,7284
Guddemdoddi Balancing Reservoir Dam(not a major tourism spot),Jogulamba Gadwal,nature,2025,April,Summer,"Ugadi, Sri Rama Navami",7583
Guddemdoddi Balancing Reservoir Dam(not a major tourism spot),Jogulamba Gadwal,nature,2025,May,Summer,Buddha Purnima,5737
Guddemdoddi Balancing Reservoir Dam(not a major tourism spot),Jogulamba Gadwal,nature,2025,June,Monsoon,None,4242
Guddemdoddi Balancing Reservoir Dam(not a major tourism spot),Jogulamba Gadwal,nature,2025,July,Monsoon,Bonalu,4702
Guddemdoddi Balancing Reservoir Dam(not a major tourism spot),Jogulamba Gadwal,nature,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",5394
Guddemdoddi Balancing Reservoir Dam(not a major tourism spot),Jogulamba Gadwal,nature,2025,September,Monsoon,Vinayaka Chavithi,4959
Guddemdoddi Balancing Reservoir Dam(not a major tourism spot),Jogulamba Gadwal,nature,2025,October,Post-Monsoon,"Bathukamma, Dussehra",11077
Guddemdoddi Balancing Reservoir Dam(not a major tourism spot),Jogulamba Gadwal,nature,2025,November,Winter,Diwali,11089
Guddemdoddi Balancing Reservoir Dam(not a major tourism spot),Jogulamba Gadwal,nature,2025,December,Winter,Christmas,13362
Priyadarshini Jurala Dam,Jogulamba Gadwal,nature,2024,January,Winter,"Bhogi, Sankranti",13609
Priyadarshini Jurala Dam,Jogulamba Gadwal,nature,2024,February,Winter,Maha Shivaratri,10402
Priyadarshini Jurala Dam,Jogulamba Gadwal,nature,2024,March,Summer,Holi,6247
Priyadarshini Jurala Dam,Jogulamba Gadwal,nature,2024,April,Summer,"Ugadi, Sri Rama Navami",7031
Priyadarshini Jurala Dam,Jogulamba Gadwal,nature,2024,May,Summer,Buddha Purnima,5156
Priyadarshini Jurala Dam,Jogulamba Gadwal,nature,2024,June,Monsoon,None,3858
Priyadarshini Jurala Dam,Jogulamba Gadwal,nature,2024,July,Monsoon,Bonalu,4231
Priyadarshini Jurala Dam,Jogulamba Gadwal,nature,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",4629
Priyadarshini Jurala Dam,Jogulamba Gadwal,nature,2024,September,Monsoon,Vinayaka Chavithi,4872
Priyadarshini Jurala Dam,Jogulamba Gadwal,nature,2024,October,Post-Monsoon,"Bathukamma, Dussehra",10454
Priyadarshini Jurala Dam,Jogulamba Gadwal,nature,2024,November,Winter,Diwali,11634
Priyadarshini Jurala Dam,Jogulamba Gadwal,nature,2024,December,Winter,Christmas,12508
Priyadarshini Jurala Dam,Jogulamba Gadwal,nature,2025,January,Winter,"Bhogi, Sankranti",13197
Priyadarshini Jurala Dam,Jogulamba Gadwal,nature,2025,February,Winter,Maha Shivaratri,12011
Priyadarshini Jurala Dam,Jogulamba Gadwal,nature,2025,March,Summer,Holi,6997
Priyadarshini Jurala Dam,Jogulamba Gadwal,nature,2025,April,Summer,"Ugadi, Sri Rama Navami",7482
Priyadarshini Jurala Dam,Jogulamba Gadwal,nature,2025,May,Summer,Buddha Purnima,5885
Priyadarshini Jurala Dam,Jogulamba Gadwal,nature,2025,June,Monsoon,None,4263
Priyadarshini Jurala Dam,Jogulamba Gadwal,nature,2025,July,Monsoon,Bonalu,4218
Priyadarshini Jurala Dam,Jogulamba Gadwal,nature,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",5154
Priyadarshini Jurala Dam,Jogulamba Gadwal,nature,2025,September,Monsoon,Vinayaka Chavithi,5109
Priyadarshini Jurala Dam,Jogulamba Gadwal,nature,2025,October,Post-Monsoon,"Bathukamma, Dussehra",10279
Priyadarshini Jurala Dam,Jogulamba Gadwal,nature,2025,November,Winter,Diwali,12465
Priyadarshini Jurala Dam,Jogulamba Gadwal,nature,2025,December,Winter,Christmas,13473
Relampadu Balancing Reservoir Dam,Jogulamba Gadwal,nature,2024,January,Winter,"Bhogi, Sankranti",12917
Relampadu Balancing Reservoir Dam,Jogulamba Gadwal,nature,2024,February,Winter,Maha Shivaratri,10684
Relampadu Balancing Reservoir Dam,Jogulamba Gadwal,nature,2024,March,Summer,Holi,6652
Relampadu Balancing Reservoir Dam,Jogulamba Gadwal,nature,2024,April,Summer,"Ugadi, Sri Rama Navami",6959
Relampadu Balancing Reservoir Dam,Jogulamba Gadwal,nature,2024,May,Summer,Buddha Purnima,5712
Relampadu Balancing Reservoir Dam,Jogulamba Gadwal,nature,2024,June,Monsoon,None,3820
Relampadu Balancing Reservoir Dam,Jogulamba Gadwal,nature,2024,July,Monsoon,Bonalu,4139
Relampadu Balancing Reservoir Dam,Jogulamba Gadwal,nature,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",4868
Relampadu Balancing Reservoir Dam,Jogulamba Gadwal,nature,2024,September,Monsoon,Vinayaka Chavithi,4932
Relampadu Balancing Reservoir Dam,Jogulamba Gadwal,nature,2024,October,Post-Monsoon,"Bathukamma, Dussehra",9028
Relampadu Balancing Reservoir Dam,Jogulamba Gadwal,nature,2024,November,Winter,Diwali,11486
Relampadu Balancing Reservoir Dam,Jogulamba Gadwal,nature,2024,December,Winter,Christmas,13709
Relampadu Balancing Reservoir Dam,Jogulamba Gadwal,nature,2025,January,Winter,"Bhogi, Sankranti",13183
Relampadu Balancing Reservoir Dam,Jogulamba Gadwal,nature,2025,February,Winter,Maha Shivaratri,11364
Relampadu Balancing Reservoir Dam,Jogulamba Gadwal,nature,2025,March,Summer,Holi,7172
Relampadu Balancing Reservoir Dam,Jogulamba Gadwal,nature,2025,April,Summer,"Ugadi, Sri Rama Navami",7429
Relampadu Balancing Reservoir Dam,Jogulamba Gadwal,nature,2025,May,Summer,Buddha Purnima,6394
Relampadu Balancing Reservoir Dam,Jogulamba Gadwal,nature,2025,June,Monsoon,None,4032
Relampadu Balancing Reservoir Dam,Jogulamba Gadwal,nature,2025,July,Monsoon,Bonalu,4599
Relampadu Balancing Reservoir Dam,Jogulamba Gadwal,nature,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",5316
Relampadu Balancing Reservoir Dam,Jogulamba Gadwal,nature,2025,September,Monsoon,Vinayaka Chavithi,5287
Relampadu Balancing Reservoir Dam,Jogulamba Gadwal,nature,2025,October,Post-Monsoon,"Bathukamma, Dussehra",11070
Relampadu Balancing Reservoir Dam,Jogulamba Gadwal,nature,2025,November,Winter,Diwali,12939
Relampadu Balancing Reservoir Dam,Jogulamba Gadwal,nature,2025,December,Winter,Christmas,13913
Domakonda Fort,Kamareddy,heritage,2024,January,Winter,"Bhogi, Sankranti",13973
Domakonda Fort,Kamareddy,heritage,2024,February,Winter,Maha Shivaratri,13553
Domakonda Fort,Kamareddy,heritage,2024,March,Summer,Holi,7747
Domakonda Fort,Kamareddy,heritage,2024,April,Summer,"Ugadi, Sri Rama Navami",8104
Domakonda Fort,Kamareddy,heritage,2024,May,Summer,Buddha Purnima,6686
Domakonda Fort,Kamareddy,heritage,2024,June,Monsoon,None,4714
Domakonda Fort,Kamareddy,heritage,2024,July,Monsoon,Bonalu,5190
Domakonda Fort,Kamareddy,heritage,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",5676
Domakonda Fort,Kamareddy,heritage,2024,September,Monsoon,Vinayaka Chavithi,5549
Domakonda Fort,Kamareddy,heritage,2024,October,Post-Monsoon,"Bathukamma, Dussehra",11781
Domakonda Fort,Kamareddy,heritage,2024,November,Winter,Diwali,13706
Domakonda Fort,Kamareddy,heritage,2024,December,Winter,Christmas,15622
Domakonda Fort,Kamareddy,heritage,2025,January,Winter,"Bhogi, Sankranti",16488
Domakonda Fort,Kamareddy,heritage,2025,February,Winter,Maha Shivaratri,13462
Domakonda Fort,Kamareddy,heritage,2025,March,Summer,Holi,9437
Domakonda Fort,Kamareddy,heritage,2025,April,Summer,"Ugadi, Sri Rama Navami",8836
Domakonda Fort,Kamareddy,heritage,2025,May,Summer,Buddha Purnima,7654
Domakonda Fort,Kamareddy,heritage,2025,June,Monsoon,None,5091
Domakonda Fort,Kamareddy,heritage,2025,July,Monsoon,Bonalu,5431
Domakonda Fort,Kamareddy,heritage,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",6414
Domakonda Fort,Kamareddy,heritage,2025,September,Monsoon,Vinayaka Chavithi,6735
Domakonda Fort,Kamareddy,heritage,2025,October,Post-Monsoon,"Bathukamma, Dussehra",13665
Domakonda Fort,Kamareddy,heritage,2025,November,Winter,Diwali,15312
Domakonda Fort,Kamareddy,heritage,2025,December,Winter,Christmas,15644
Issaipet Dam,Kamareddy,nature,2024,January,Winter,"Bhogi, Sankranti",12123
Issaipet Dam,Kamareddy,nature,2024,February,Winter,Maha Shivaratri,11146
Issaipet Dam,Kamareddy,nature,2024,March,Summer,Holi,6850
Issaipet Dam,Kamareddy,nature,2024,April,Summer,"Ugadi, Sri Rama Navami",6724
Issaipet Dam,Kamareddy,nature,2024,May,Summer,Buddha Purnima,5909
Issaipet Dam,Kamareddy,nature,2024,June,Monsoon,None,4291
Issaipet Dam,Kamareddy,nature,2024,July,Monsoon,Bonalu,3936
Issaipet Dam,Kamareddy,nature,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",4599
Issaipet Dam,Kamareddy,nature,2024,September,Monsoon,Vinayaka Chavithi,4915
Issaipet Dam,Kamareddy,nature,2024,October,Post-Monsoon,"Bathukamma, Dussehra",10276
Issaipet Dam,Kamareddy,nature,2024,November,Winter,Diwali,11140
Issaipet Dam,Kamareddy,nature,2024,December,Winter,Christmas,13231
Issaipet Dam,Kamareddy,nature,2025,January,Winter,"Bhogi, Sankranti",13764
Issaipet Dam,Kamareddy,nature,2025,February,Winter,Maha Shivaratri,11864
Issaipet Dam,Kamareddy,nature,2025,March,Summer,Holi,6561
Issaipet Dam,Kamareddy,nature,2025,April,Summer,"Ugadi, Sri Rama Navami",6861
Issaipet Dam,Kamareddy,nature,2025,May,Summer,Buddha Purnima,6144
Issaipet Dam,Kamareddy,nature,2025,June,Monsoon,None,3859
Issaipet Dam,Kamareddy,nature,2025,July,Monsoon,Bonalu,4681
Issaipet Dam,Kamareddy,nature,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",5143
Issaipet Dam,Kamareddy,nature,2025,September,Monsoon,Vinayaka Chavithi,6213
Issaipet Dam,Kamareddy,nature,2025,October,Post-Monsoon,"Bathukamma, Dussehra",12191
Issaipet Dam,Kamareddy,nature,2025,November,Winter,Diwali,12243
Issaipet Dam,Kamareddy,nature,2025,December,Winter,Christmas,13314
Kaulas Fort,Kamareddy,heritage,2024,January,Winter,"Bhogi, Sankranti",15558
Kaulas Fort,Kamareddy,heritage,2024,February,Winter,Maha Shivaratri,14128
Kaulas Fort,Kamareddy,heritage,2024,March,Summer,Holi,7136
Kaulas Fort,Kamareddy,heritage,2024,April,Summer,"Ugadi, Sri Rama Navami",7354
Kaulas Fort,Kamareddy,heritage,2024,May,Summer,Buddha Purnima,6455
Kaulas Fort,Kamareddy,heritage,2024,June,Monsoon,None,4888
Kaulas Fort,Kamareddy,heritage,2024,July,Monsoon,Bonalu,5020
Kaulas Fort,Kamareddy,heritage,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",6005
Kaulas Fort,Kamareddy,heritage,2024,September,Monsoon,Vinayaka Chavithi,5525
Kaulas Fort,Kamareddy,heritage,2024,October,Post-Monsoon,"Bathukamma, Dussehra",10626
Kaulas Fort,Kamareddy,heritage,2024,November,Winter,Diwali,14168
Kaulas Fort,Kamareddy,heritage,2024,December,Winter,Christmas,14108
Kaulas Fort,Kamareddy,heritage,2025,January,Winter,"Bhogi, Sankranti",14390
Kaulas Fort,Kamareddy,heritage,2025,February,Winter,Maha Shivaratri,14162
Kaulas Fort,Kamareddy,heritage,2025,March,Summer,Holi,8727
Kaulas Fort,Kamareddy,heritage,2025,April,Summer,"Ugadi, Sri Rama Navami",8668
Kaulas Fort,Kamareddy,heritage,2025,May,Summer,Buddha Purnima,7030
Kaulas Fort,Kamareddy,heritage,2025,June,Monsoon,None,5089
Kaulas Fort,Kamareddy,heritage,2025,July,Monsoon,Bonalu,5192
Kaulas Fort,Kamareddy,heritage,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",5741
Kaulas Fort,Kamareddy,heritage,2025,September,Monsoon,Vinayaka Chavithi,6121
Kaulas Fort,Kamareddy,heritage,2025,October,Post-Monsoon,"Bathukamma, Dussehra",13317
Kaulas Fort,Kamareddy,heritage,2025,November,Winter,Diwali,14908
Kaulas Fort,Kamareddy,heritage,2025,December,Winter,Christmas,16028
Nizam Sagar Dam,Kamareddy,nature,2024,January,Winter,"Bhogi, Sankranti",11859
Nizam Sagar Dam,Kamareddy,nature,2024,February,Winter,Maha Shivaratri,10864
Nizam Sagar Dam,Kamareddy,nature,2024,March,Summer,Holi,5833
Nizam Sagar Dam,Kamareddy,nature,2024,April,Summer,"Ugadi, Sri Rama Navami",6861
Nizam Sagar Dam,Kamareddy,nature,2024,May,Summer,Buddha Purnima,6011
Nizam Sagar Dam,Kamareddy,nature,2024,June,Monsoon,None,3705
Nizam Sagar Dam,Kamareddy,nature,2024,July,Monsoon,Bonalu,4004
Nizam Sagar Dam,Kamareddy,nature,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",4879
Nizam Sagar Dam,Kamareddy,nature,2024,September,Monsoon,Vinayaka Chavithi,5260
Nizam Sagar Dam,Kamareddy,nature,2024,October,Post-Monsoon,"Bathukamma, Dussehra",9893
Nizam Sagar Dam,Kamareddy,nature,2024,November,Winter,Diwali,11044
Nizam Sagar Dam,Kamareddy,nature,2024,December,Winter,Christmas,11173
Nizam Sagar Dam,Kamareddy,nature,2025,January,Winter,"Bhogi, Sankranti",13548
Nizam Sagar Dam,Kamareddy,nature,2025,February,Winter,Maha Shivaratri,13049
Nizam Sagar Dam,Kamareddy,nature,2025,March,Summer,Holi,7167
Nizam Sagar Dam,Kamareddy,nature,2025,April,Summer,"Ugadi, Sri Rama Navami",7336
Nizam Sagar Dam,Kamareddy,nature,2025,May,Summer,Buddha Purnima,6156
Nizam Sagar Dam,Kamareddy,nature,2025,June,Monsoon,None,4318
Nizam Sagar Dam,Kamareddy,nature,2025,July,Monsoon,Bonalu,4274
Nizam Sagar Dam,Kamareddy,nature,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",5397
Nizam Sagar Dam,Kamareddy,nature,2025,September,Monsoon,Vinayaka Chavithi,5406
Nizam Sagar Dam,Kamareddy,nature,2025,October,Post-Monsoon,"Bathukamma, Dussehra",10939
Nizam Sagar Dam,Kamareddy,nature,2025,November,Winter,Diwali,11753
Nizam Sagar Dam,Kamareddy,nature,2025,December,Winter,Christmas,14257
Nizam Sagar Reservoir,Kamareddy,nature,2024,January,Winter,"Bhogi, Sankranti",12895
Nizam Sagar Reservoir,Kamareddy,nature,2024,February,Winter,Maha Shivaratri,10660
Nizam Sagar Reservoir,Kamareddy,nature,2024,March,Summer,Holi,6873
Nizam Sagar Reservoir,Kamareddy,nature,2024,April,Summer,"Ugadi, Sri Rama Navami",6631
Nizam Sagar Reservoir,Kamareddy,nature,2024,May,Summer,Buddha Purnima,5391
Nizam Sagar Reservoir,Kamareddy,nature,2024,June,Monsoon,None,3848
Nizam Sagar Reservoir,Kamareddy,nature,2024,July,Monsoon,Bonalu,3760
Nizam Sagar Reservoir,Kamareddy,nature,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",4913
Nizam Sagar Reservoir,Kamareddy,nature,2024,September,Monsoon,Vinayaka Chavithi,4497
Nizam Sagar Reservoir,Kamareddy,nature,2024,October,Post-Monsoon,"Bathukamma, Dussehra",9498
Nizam Sagar Reservoir,Kamareddy,nature,2024,November,Winter,Diwali,10253
Nizam Sagar Reservoir,Kamareddy,nature,2024,December,Winter,Christmas,12340
Nizam Sagar Reservoir,Kamareddy,nature,2025,January,Winter,"Bhogi, Sankranti",13377
Nizam Sagar Reservoir,Kamareddy,nature,2025,February,Winter,Maha Shivaratri,11647
Nizam Sagar Reservoir,Kamareddy,nature,2025,March,Summer,Holi,6700
Nizam Sagar Reservoir,Kamareddy,nature,2025,April,Summer,"Ugadi, Sri Rama Navami",6914
Nizam Sagar Reservoir,Kamareddy,nature,2025,May,Summer,Buddha Purnima,6199
Nizam Sagar Reservoir,Kamareddy,nature,2025,June,Monsoon,None,4201
Nizam Sagar Reservoir,Kamareddy,nature,2025,July,Monsoon,Bonalu,4525
Nizam Sagar Reservoir,Kamareddy,nature,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",4955
Nizam Sagar Reservoir,Kamareddy,nature,2025,September,Monsoon,Vinayaka Chavithi,5394
Nizam Sagar Reservoir,Kamareddy,nature,2025,October,Post-Monsoon,"Bathukamma, Dussehra",11642
Nizam Sagar Reservoir,Kamareddy,nature,2025,November,Winter,Diwali,12717
Nizam Sagar Reservoir,Kamareddy,nature,2025,December,Winter,Christmas,13109
Pocharam Wildlife Sanctuary,Kamareddy,nature,2024,January,Winter,"Bhogi, Sankranti",12640
Pocharam Wildlife Sanctuary,Kamareddy,nature,2024,February,Winter,Maha Shivaratri,10831
Pocharam Wildlife Sanctuary,Kamareddy,nature,2024,March,Summer,Holi,6548
Pocharam Wildlife Sanctuary,Kamareddy,nature,2024,April,Summer,"Ugadi, Sri Rama Navami",6689
Pocharam Wildlife Sanctuary,Kamareddy,nature,2024,May,Summer,Buddha Purnima,5564
Pocharam Wildlife Sanctuary,Kamareddy,nature,2024,June,Monsoon,None,4042
Pocharam Wildlife Sanctuary,Kamareddy,nature,2024,July,Monsoon,Bonalu,3920
Pocharam Wildlife Sanctuary,Kamareddy,nature,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",4556
Pocharam Wildlife Sanctuary,Kamareddy,nature,2024,September,Monsoon,Vinayaka Chavithi,4606
Pocharam Wildlife Sanctuary,Kamareddy,nature,2024,October,Post-Monsoon,"Bathukamma, Dussehra",9310
Pocharam Wildlife Sanctuary,Kamareddy,nature,2024,November,Winter,Diwali,10744
Pocharam Wildlife Sanctuary,Kamareddy,nature,2024,December,Winter,Christmas,12492
Pocharam Wildlife Sanctuary,Kamareddy,nature,2025,January,Winter,"Bhogi, Sankranti",12877
Pocharam Wildlife Sanctuary,Kamareddy,nature,2025,February,Winter,Maha Shivaratri,12144
Pocharam Wildlife Sanctuary,Kamareddy,nature,2025,March,Summer,Holi,7081
Pocharam Wildlife Sanctuary,Kamareddy,nature,2025,April,Summer,"Ugadi, Sri Rama Navami",6621
Pocharam Wildlife Sanctuary,Kamareddy,nature,2025,May,Summer,Buddha Purnima,6257
Pocharam Wildlife Sanctuary,Kamareddy,nature,2025,June,Monsoon,None,4495
Pocharam Wildlife Sanctuary,Kamareddy,nature,2025,July,Monsoon,Bonalu,4234
Pocharam Wildlife Sanctuary,Kamareddy,nature,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",5293
Pocharam Wildlife Sanctuary,Kamareddy,nature,2025,September,Monsoon,Vinayaka Chavithi,5117
Pocharam Wildlife Sanctuary,Kamareddy,nature,2025,October,Post-Monsoon,"Bathukamma, Dussehra",10983
Pocharam Wildlife Sanctuary,Kamareddy,nature,2025,November,Winter,Diwali,11574
Pocharam Wildlife Sanctuary,Kamareddy,nature,2025,December,Winter,Christmas,12185
Elgandal Fort,Karimnagar,heritage,2024,January,Winter,"Bhogi, Sankranti",14536
Elgandal Fort,Karimnagar,heritage,2024,February,Winter,Maha Shivaratri,12938
Elgandal Fort,Karimnagar,heritage,2024,March,Summer,Holi,7618
Elgandal Fort,Karimnagar,heritage,2024,April,Summer,"Ugadi, Sri Rama Navami",7597
Elgandal Fort,Karimnagar,heritage,2024,May,Summer,Buddha Purnima,6529
Elgandal Fort,Karimnagar,heritage,2024,June,Monsoon,None,4814
Elgandal Fort,Karimnagar,heritage,2024,July,Monsoon,Bonalu,4887
Elgandal Fort,Karimnagar,heritage,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",5752
Elgandal Fort,Karimnagar,heritage,2024,September,Monsoon,Vinayaka Chavithi,5681
Elgandal Fort,Karimnagar,heritage,2024,October,Post-Monsoon,"Bathukamma, Dussehra",12721
Elgandal Fort,Karimnagar,heritage,2024,November,Winter,Diwali,12786
Elgandal Fort,Karimnagar,heritage,2024,December,Winter,Christmas,15076
Elgandal Fort,Karimnagar,heritage,2025,January,Winter,"Bhogi, Sankranti",16951
Elgandal Fort,Karimnagar,heritage,2025,February,Winter,Maha Shivaratri,14398
Elgandal Fort,Karimnagar,heritage,2025,March,Summer,Holi,8309
Elgandal Fort,Karimnagar,heritage,2025,April,Summer,"Ugadi, Sri Rama Navami",8491
Elgandal Fort,Karimnagar,heritage,2025,May,Summer,Buddha Purnima,7568
Elgandal Fort,Karimnagar,heritage,2025,June,Monsoon,None,4765
Elgandal Fort,Karimnagar,heritage,2025,July,Monsoon,Bonalu,5034
Elgandal Fort,Karimnagar,heritage,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",6034
Elgandal Fort,Karimnagar,heritage,2025,September,Monsoon,Vinayaka Chavithi,6741
Elgandal Fort,Karimnagar,heritage,2025,October,Post-Monsoon,"Bathukamma, Dussehra",13225
Elgandal Fort,Karimnagar,heritage,2025,November,Winter,Diwali,13962
Elgandal Fort,Karimnagar,heritage,2025,December,Winter,Christmas,15648
Karimnagar Deer Park,Karimnagar,leisure,2024,January,Winter,"Bhogi, Sankranti",10585
Karimnagar Deer Park,Karimnagar,leisure,2024,February,Winter,Maha Shivaratri,9252
Karimnagar Deer Park,Karimnagar,leisure,2024,March,Summer,Holi,6007
Karimnagar Deer Park,Karimnagar,leisure,2024,April,Summer,"Ugadi, Sri Rama Navami",5542
Karimnagar Deer Park,Karimnagar,leisure,2024,May,Summer,Buddha Purnima,5304
Karimnagar Deer Park,Karimnagar,leisure,2024,June,Monsoon,None,3645
Karimnagar Deer Park,Karimnagar,leisure,2024,July,Monsoon,Bonalu,3806
Karimnagar Deer Park,Karimnagar,leisure,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",4103
Karimnagar Deer Park,Karimnagar,leisure,2024,September,Monsoon,Vinayaka Chavithi,4299
Karimnagar Deer Park,Karimnagar,leisure,2024,October,Post-Monsoon,"Bathukamma, Dussehra",8220
Karimnagar Deer Park,Karimnagar,leisure,2024,November,Winter,Diwali,9747
Karimnagar Deer Park,Karimnagar,leisure,2024,December,Winter,Christmas,11112
Karimnagar Deer Park,Karimnagar,leisure,2025,January,Winter,"Bhogi, Sankranti",12558
Karimnagar Deer Park,Karimnagar,leisure,2025,February,Winter,Maha Shivaratri,9787
Karimnagar Deer Park,Karimnagar,leisure,2025,March,Summer,Holi,6072
Karimnagar Deer Park,Karimnagar,leisure,2025,April,Summer,"Ugadi, Sri Rama Navami",6377
Karimnagar Deer Park,Karimnagar,leisure,2025,May,Summer,Buddha Purnima,4931
Karimnagar Deer Park,Karimnagar,leisure,2025,June,Monsoon,None,3892
Karimnagar Deer Park,Karimnagar,leisure,2025,July,Monsoon,Bonalu,3757
Karimnagar Deer Park,Karimnagar,leisure,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",4492
