spot_name,district,amenity_name,amenity_type,lat,lon
Chandra Sagar (local lake),Nagarkurnool,Government Area Hospital,hospital,16.42409,78.722193
Environment Educational Centre,Nagarkurnool,TSTDC Haritha Tourism Restaurant,restaurant,16.378081,78.756585
Environment Educational Centre,Nagarkurnool,State Bank of India (SBI) ATM,atm,16.375381,78.754385
Environment Educational Centre,Nagarkurnool,Government Primary Health Centre,hospital,16.378581,78.753585
Farhabad Viewpoint,Nagarkurnool,Sri Venkateswara Hotel & Dining,restaurant,16.2215,78.8812
Farhabad Viewpoint,Nagarkurnool,Telangana Grameena Bank ATM,atm,16.2188,78.879
Farhabad Viewpoint,Nagarkurnool,Government Area Hospital,hospital,16.222,78.8782
Mallela Theertham Waterfalls,Nagarkurnool,Deccan Spice Restaurant,restaurant,16.3818,78.8699
Mallela Theertham Waterfalls,Nagarkurnool,State Bank of India (SBI) ATM,atm,16.3791,78.8677
Mallela Theertham Waterfalls,Nagarkurnool,Government Primary Health Centre,hospital,16.3823,78.8669
Munnanur Jungle Resort,Nagarkurnool,TSTDC Haritha Tourism Restaurant,restaurant,16.377,78.758299
Munnanur Jungle Resort,Nagarkurnool,Telangana Grameena Bank ATM,atm,16.3743,78.756099
Munnanur Jungle Resort,Nagarkurnool,Government Area Hospital,hospital,16.3775,78.755299
Nagarjuna Sagar-Srisailam Tiger Reserve,Nagarkurnool,Sri Venkateswara Hotel & Dining,restaurant,16.036309,78.932375
Nagarjuna Sagar-Srisailam Tiger Reserve,Nagarkurnool,State Bank of India (SBI) ATM,atm,16.033609,78.930175
Nagarjuna Sagar-Srisailam Tiger Reserve,Nagarkurnool,Government Primary Health Centre,hospital,16.036809,78.929375
Latif Saheb Dargah,Nalgonda,Deccan Spice Restaurant,restaurant,17.0515,79.2712
Latif Saheb Dargah,Nalgonda,Telangana Grameena Bank ATM,atm,17.0488,79.269
Latif Saheb Dargah,Nalgonda,Government Area Hospital,hospital,17.052,79.2682
Akkampally Reservoir,Nalgonda,TSTDC Haritha Tourism Restaurant,restaurant,16.714,79.1317
Akkampally Reservoir,Nalgonda,State Bank of India (SBI) ATM,atm,16.7113,79.1295
Akkampally Reservoir,Nalgonda,Government Primary Health Centre,hospital,16.7145,79.1287
Old Fortress on Gutta,Nalgonda,Sri Venkateswara Hotel & Dining,restaurant,17.047398,79.259908
Old Fortress on Gutta,Nalgonda,Telangana Grameena Bank ATM,atm,17.044698,79.257708
Old Fortress on Gutta,Nalgonda,Government Area Hospital,hospital,17.047898,79.256908
Devarakonda Fort,Nalgonda,Deccan Spice Restaurant,restaurant,16.6731,79.2441
Devarakonda Fort,Nalgonda,State Bank of India (SBI) ATM,atm,16.6704,79.2419
Devarakonda Fort,Nalgonda,Government Primary Health Centre,hospital,16.6736,79.2411
Chaya Someshwara Temple (Panagal),Nalgonda,TSTDC Haritha Tourism Restaurant,restaurant,17.0598,79.2762
Chaya Someshwara Temple (Panagal),Nalgonda,Telangana Grameena Bank ATM,atm,17.0571,79.274
Chaya Someshwara Temple (Panagal),Nalgonda,Government Area Hospital,hospital,17.0603,79.2732
Wadapally Sri Lakshmi Narasimha Swamy Temple,Nalgonda,Sri Venkateswara Hotel & Dining,restaurant,16.6891,79.2121
Wadapally Sri Lakshmi Narasimha Swamy Temple,Nalgonda,State Bank of India (SBI) ATM,atm,16.6864,79.2099
Wadapally Sri Lakshmi Narasimha Swamy Temple,Nalgonda,Government Primary Health Centre,hospital,16.6896,79.2091
Wadapally Sri Meenakshi Agastheeshwara Temple,Nalgonda,Deccan Spice Restaurant,restaurant,16.7281,79.1941
Wadapally Sri Meenakshi Agastheeshwara Temple,Nalgonda,Telangana Grameena Bank ATM,atm,16.7254,79.1919
Wadapally Sri Meenakshi Agastheeshwara Temple,Nalgonda,Government Area Hospital,hospital,16.7286,79.1911
Narayanpet Saree Weaving,Narayanpet,TSTDC Haritha Tourism Restaurant,restaurant,16.7365,77.5032
Narayanpet Saree Weaving,Narayanpet,State Bank of India (SBI) ATM,atm,16.7338,77.501
Narayanpet Saree Weaving,Narayanpet,Government Primary Health Centre,hospital,16.737,77.5002
Bhattisgarh Fort,Nirmal,Sri Sai Ram Tiffin & Mess Center,restaurant,19.0982,78.3626
Bhattisgarh Fort,Nirmal,"Telangana Grameena Bank ATM, Basara",atm,19.0955,78.3604
Bhattisgarh Fort,Nirmal,Nirmal Area Hospital,hospital,19.0987,78.3596
Kadam Dam,Nirmal,Basara Temple Annadanam Complex,restaurant,19.1425,78.7912
Kaddam Lake,Nirmal,Hotel Sri Krishna,restaurant,19.1515,78.7298
Kaddam Lake,Nirmal,"Telangana Grameena Bank ATM, Basara",atm,19.1488,78.7276
Kaddam Lake,Nirmal,Nirmal Area Hospital,hospital,19.152,78.7268
Kawal WLS/Tiger Reserve,Nirmal,"TG TSTDC Haritha Hotel & Restaurant, Basara",restaurant,19.2095,78.8286
Kawal WLS/Tiger Reserve,Nirmal,"State Bank of India (SBI) ATM, Basara",atm,19.2068,78.8264
Kawal WLS/Tiger Reserve,Nirmal,"Government Primary Health Centre, Basara",hospital,19.21,78.8256
Pochampad Dam,Nirmal,Sri Sai Ram Tiffin & Mess Center,restaurant,18.9733,78.3277
Pochampad Dam,Nirmal,"Telangana Grameena Bank ATM, Basara",atm,18.9706,78.3255
Pochampad Dam,Nirmal,Nirmal Area Hospital,hospital,18.9738,78.3247
Pushkar Ghat,Nirmal,Basara Temple Annadanam Complex,restaurant,19.003352,78.383887
Pushkar Ghat,Nirmal,"State Bank of India (SBI) ATM, Basara",atm,19.000652,78.381687
Pushkar Ghat,Nirmal,"Government Primary Health Centre, Basara",hospital,19.003852,78.380887
Shyamgarh Fort,Nirmal,Hotel Sri Krishna,restaurant,19.0975,78.3382
Shyamgarh Fort,Nirmal,"Telangana Grameena Bank ATM, Basara",atm,19.0948,78.336
Shyamgarh Fort,Nirmal,Nirmal Area Hospital,hospital,19.098,78.3352
Alisagar Deer Park,Nizamabad,Venkateswara Grand,restaurant,18.6495,78.0207
Alisagar Deer Park,Nizamabad,State Bank of India ATM,atm,18.6468,78.0185
Alisagar Deer Park,Nizamabad,Government General Hospital Nizamabad,hospital,18.65,78.0177
Mallaram Forest,Nizamabad,Capital Restaurant & Hotel,restaurant,18.6815,78.1612
Mallaram Forest,Nizamabad,Telangana Grameena Bank ATM,atm,18.6788,78.159
Mallaram Forest,Nizamabad,Pragathi Hospital,hospital,18.682,78.1582
Nizamabad Fort,Nizamabad,Hotel Nikhil Sai International,restaurant,18.6765,78.0912
Nizamabad Fort,Nizamabad,State Bank of India ATM,atm,18.6738,78.089
Nizamabad Fort,Nizamabad,Government General Hospital Nizamabad,hospital,18.677,78.0882
Sriram Sagar,Nizamabad,Venkateswara Grand,restaurant,18.958,78.1146
Sriram Sagar,Nizamabad,Telangana Grameena Bank ATM,atm,18.9553,78.1124
Sriram Sagar,Nizamabad,Pragathi Hospital,hospital,18.9585,78.1116
Bugga Rameshwara Temple,Nizamabad,Capital Restaurant & Hotel,restaurant,18.7544,78.1105
Bugga Rameshwara Temple,Nizamabad,State Bank of India ATM,atm,18.7517,78.1083
Bugga Rameshwara Temple,Nizamabad,Government General Hospital Nizamabad,hospital,18.7549,78.1075
Sarangapur Hanuman Temple,Nizamabad,Hotel Nikhil Sai International,restaurant,18.7524,78.0885
Sarangapur Hanuman Temple,Nizamabad,Telangana Grameena Bank ATM,atm,18.7497,78.0863
Sarangapur Hanuman Temple,Nizamabad,Pragathi Hospital,hospital,18.7529,78.0855
Dichpally Ramalayam (Khilla Ramalayam),Nizamabad,Venkateswara Grand,restaurant,18.7614,78.0845
Dichpally Ramalayam (Khilla Ramalayam),Nizamabad,State Bank of India ATM,atm,18.7587,78.0823
Dichpally Ramalayam (Khilla Ramalayam),Nizamabad,Government General Hospital Nizamabad,hospital,18.7619,78.0815
Sri Neelakanteshwara Temple,Nizamabad,Capital Restaurant & Hotel,restaurant,18.7644,78.0885
Sri Neelakanteshwara Temple,Nizamabad,Telangana Grameena Bank ATM,atm,18.7617,78.0863
Sri Neelakanteshwara Temple,Nizamabad,Pragathi Hospital,hospital,18.7649,78.0855
Jankampet Lakshmi Narasimha Swamy Temple,Nizamabad,Hotel Nikhil Sai International,restaurant,18.7934,78.0845
Jankampet Lakshmi Narasimha Swamy Temple,Nizamabad,State Bank of India ATM,atm,18.7907,78.0823
Jankampet Lakshmi Narasimha Swamy Temple,Nizamabad,Government General Hospital Nizamabad,hospital,18.7939,78.0815
Lanja Madugu Siwaram WLS,Peddapalli,Deccan Spice Restaurant,restaurant,18.6806,79.735801
Lanja Madugu Siwaram WLS,Peddapalli,Telangana Grameena Bank ATM,atm,18.6779,79.733601
Lanja Madugu Siwaram WLS,Peddapalli,Government Area Hospital,hospital,18.6811,79.732801
Ramagiri Khilla,Peddapalli,TSTDC Haritha Tourism Restaurant,restaurant,18.5785,79.5462
Ramagiri Khilla,Peddapalli,State Bank of India (SBI) ATM,atm,18.5758,79.544
Ramagiri Khilla,Peddapalli,Government Primary Health Centre,hospital,18.579,79.5432
Sabitham Waterfalls,Peddapalli,Sri Venkateswara Hotel & Dining,restaurant,18.6115,79.6212
Sabitham Waterfalls,Peddapalli,Telangana Grameena Bank ATM,atm,18.6088,79.619
Sabitham Waterfalls,Peddapalli,Government Area Hospital,hospital,18.612,79.6182
Ananthagiri Storage Reservoir,Rajanna Sircilla,Deccan Spice Restaurant,restaurant,18.3725,78.7552
Ananthagiri Storage Reservoir,Rajanna Sircilla,State Bank of India (SBI) ATM,atm,18.3698,78.753
Ananthagiri Storage Reservoir,Rajanna Sircilla,Government Primary Health Centre,hospital,18.373,78.7522
Mid Manair Dam,Rajanna Sircilla,TSTDC Haritha Tourism Restaurant,restaurant,18.404393,78.946993
Mid Manair Dam,Rajanna Sircilla,Telangana Grameena Bank ATM,atm,18.401693,78.944793
Mid Manair Dam,Rajanna Sircilla,Government Area Hospital,hospital,18.404893,78.943993
Upper Manair Dam,Rajanna Sircilla,Sri Venkateswara Hotel & Dining,restaurant,18.272784,78.548308
Upper Manair Dam,Rajanna Sircilla,State Bank of India (SBI) ATM,atm,18.270084,78.546108
Upper Manair Dam,Rajanna Sircilla,Government Primary Health Centre,hospital,18.273284,78.545308
Devatala Gutta,Ranga Reddy,Deccan Spice Restaurant,restaurant,17.297233,78.514467
Devatala Gutta,Ranga Reddy,Telangana Grameena Bank ATM,atm,17.294533,78.512267
Devatala Gutta,Ranga Reddy,Government Area Hospital,hospital,17.297733,78.511467
Fakhruddin Gutta,Ranga Reddy,TSTDC Haritha Tourism Restaurant,restaurant,17.411289,78.366383
Fakhruddin Gutta,Ranga Reddy,State Bank of India (SBI) ATM,atm,17.408589,78.364183
Fakhruddin Gutta,Ranga Reddy,Government Primary Health Centre,hospital,17.411789,78.363383
Kanha Shanti Vanam,Ranga Reddy,Sri Venkateswara Hotel & Dining,restaurant,17.1487,78.2684
Kanha Shanti Vanam,Ranga Reddy,Telangana Grameena Bank ATM,atm,17.146,78.2662
Kanha Shanti Vanam,Ranga Reddy,Government Area Hospital,hospital,17.1492,78.2654
Kripalu Cave,Ranga Reddy,Deccan Spice Restaurant,restaurant,17.261945,78.682015
Kripalu Cave,Ranga Reddy,State Bank of India (SBI) ATM,atm,17.259245,78.679815
Kripalu Cave,Ranga Reddy,Government Primary Health Centre,hospital,17.262445,78.679015
Maheshwaram Pyramid Temple,Ranga Reddy,TSTDC Haritha Tourism Restaurant,restaurant,17.1365,78.4362
Maheshwaram Pyramid Temple,Ranga Reddy,Telangana Grameena Bank ATM,atm,17.1338,78.434
Maheshwaram Pyramid Temple,Ranga Reddy,Government Area Hospital,hospital,17.137,78.4332
Nizami View Point,Ranga Reddy,Sri Venkateswara Hotel & Dining,restaurant,17.382148,78.318444
Nizami View Point,Ranga Reddy,State Bank of India (SBI) ATM,atm,17.379448,78.316244
Nizami View Point,Ranga Reddy,Government Primary Health Centre,hospital,17.382648,78.315444
Pahadi Shareef Dargah,Ranga Reddy,Deccan Spice Restaurant,restaurant,17.269192,78.473126
Pahadi Shareef Dargah,Ranga Reddy,Telangana Grameena Bank ATM,atm,17.266492,78.470926
Pahadi Shareef Dargah,Ranga Reddy,Government Area Hospital,hospital,17.269692,78.470126
Wonderla Hyderabad,Ranga Reddy,TSTDC Haritha Tourism Restaurant,restaurant,17.3211,78.4493
Wonderla Hyderabad,Ranga Reddy,State Bank of India (SBI) ATM,atm,17.3184,78.4471
Wonderla Hyderabad,Ranga Reddy,Government Primary Health Centre,hospital,17.3216,78.4463
Mrugavani National Park,Ranga Reddy,Sri Venkateswara Hotel & Dining,restaurant,17.3511,78.3713
Mrugavani National Park,Ranga Reddy,Telangana Grameena Bank ATM,atm,17.3484,78.3691
Mrugavani National Park,Ranga Reddy,Government Area Hospital,hospital,17.3516,78.3683
Ameenpur Lake,Sangareddy,Deccan Spice Restaurant,restaurant,17.525109,78.33464
Ameenpur Lake,Sangareddy,State Bank of India (SBI) ATM,atm,17.522409,78.33244
Ameenpur Lake,Sangareddy,Government Primary Health Centre,hospital,17.525609,78.33164
Heritage Jail Museum,Sangareddy,TSTDC Haritha Tourism Restaurant,restaurant,17.6193,78.0874
Heritage Jail Museum,Sangareddy,Telangana Grameena Bank ATM,atm,17.6166,78.0852
Heritage Jail Museum,Sangareddy,Government Area Hospital,hospital,17.6198,78.0844
Manjeera Crocodile Wildlife Sanctuary,Sangareddy,Sri Venkateswara Hotel & Dining,restaurant,17.703,78.0032
Manjeera Crocodile Wildlife Sanctuary,Sangareddy,State Bank of India (SBI) ATM,atm,17.7003,78.001
Manjeera Crocodile Wildlife Sanctuary,Sangareddy,Government Primary Health Centre,hospital,17.7035,78.0002
Manjira Dam,Sangareddy,Deccan Spice Restaurant,restaurant,17.658334,78.076826
Manjira Dam,Sangareddy,Telangana Grameena Bank ATM,atm,17.655634,78.074626
Manjira Dam,Sangareddy,Government Area Hospital,hospital,17.658834,78.073826
Penthouse Cave,Sangareddy,TSTDC Haritha Tourism Restaurant,restaurant,18.201613,77.699673
Penthouse Cave,Sangareddy,State Bank of India (SBI) ATM,atm,18.198913,77.697473
Penthouse Cave,Sangareddy,Government Primary Health Centre,hospital,18.202113,77.696673
Komuravelli Mallikarjuna Swamy Temple,Siddipet,Sri Venkateswara Hotel & Dining,restaurant,17.8879,78.9674
Komuravelli Mallikarjuna Swamy Temple,Siddipet,Telangana Grameena Bank ATM,atm,17.8852,78.9652
Komuravelli Mallikarjuna Swamy Temple,Siddipet,Government Area Hospital,hospital,17.8884,78.9644
Konda Pochamma Sagar Reservoir,Siddipet,Deccan Spice Restaurant,restaurant,17.7625,78.7135
Konda Pochamma Sagar Reservoir,Siddipet,State Bank of India (SBI) ATM,atm,17.7598,78.7113
Konda Pochamma Sagar Reservoir,Siddipet,Government Primary Health Centre,hospital,17.763,78.7105
Ranganayaka Sagar Reservoir,Siddipet,TSTDC Haritha Tourism Restaurant,restaurant,18.1536,78.8545
Ranganayaka Sagar Reservoir,Siddipet,Telangana Grameena Bank ATM,atm,18.1509,78.8523
Ranganayaka Sagar Reservoir,Siddipet,Government Area Hospital,hospital,18.1541,78.8515
Phanigiri Buddhist Site,Suryapet,Sri Venkateswara Hotel & Dining,restaurant,17.3415,79.4812
Phanigiri Buddhist Site,Suryapet,State Bank of India (SBI) ATM,atm,17.3388,79.479
Phanigiri Buddhist Site,Suryapet,Government Primary Health Centre,hospital,17.342,79.4782
Pillalamarri Temple,Suryapet,Deccan Spice Restaurant,restaurant,17.1525,79.6112
Pillalamarri Temple,Suryapet,Telangana Grameena Bank ATM,atm,17.1498,79.609
Pillalamarri Temple,Suryapet,Government Area Hospital,hospital,17.153,79.6082
Undrugonda Fort,Suryapet,TSTDC Haritha Tourism Restaurant,restaurant,17.095373,79.682763
Undrugonda Fort,Suryapet,State Bank of India (SBI) ATM,atm,17.092673,79.680563
Undrugonda Fort,Suryapet,Government Primary Health Centre,hospital,17.095873,79.679763
Mellacheruvu Shambhu Lingeswara Temple,Suryapet,Sri Venkateswara Hotel & Dining,restaurant,17.1238,79.6754
Mellacheruvu Shambhu Lingeswara Temple,Suryapet,Telangana Grameena Bank ATM,atm,17.1211,79.6732
Mellacheruvu Shambhu Lingeswara Temple,Suryapet,Government Area Hospital,hospital,17.1243,79.6724
Anantha Padmanabha Swamy Temple,Vikarabad,Deccan Spice Restaurant,restaurant,17.313,77.8666
Anantha Padmanabha Swamy Temple,Vikarabad,State Bank of India (SBI) ATM,atm,17.3103,77.8644
Anantha Padmanabha Swamy Temple,Vikarabad,Government Primary Health Centre,hospital,17.3135,77.8636
Chincholi Wildlife Sanctuary,Vikarabad,TSTDC Haritha Tourism Restaurant,restaurant,17.3954,77.7385
Chincholi Wildlife Sanctuary,Vikarabad,Telangana Grameena Bank ATM,atm,17.3927,77.7363
Chincholi Wildlife Sanctuary,Vikarabad,Government Area Hospital,hospital,17.3959,77.7355
Kotepally Reservoir,Vikarabad,Sri Venkateswara Hotel & Dining,restaurant,17.3835,77.7292
Kotepally Reservoir,Vikarabad,State Bank of India (SBI) ATM,atm,17.3808,77.727
Kotepally Reservoir,Vikarabad,Government Primary Health Centre,hospital,17.384,77.7262
Sarala Sagar Project,Wanaparthy,Deccan Spice Restaurant,restaurant,16.2725,77.9412
Sarala Sagar Project,Wanaparthy,Telangana Grameena Bank ATM,atm,16.2698,77.939
Sarala Sagar Project,Wanaparthy,Government Area Hospital,hospital,16.273,77.9382
Wanaparthy Palace,Wanaparthy,TSTDC Haritha Tourism Restaurant,restaurant,16.3635,78.0622
Wanaparthy Palace,Wanaparthy,State Bank of India (SBI) ATM,atm,16.3608,78.06
Wanaparthy Palace,Wanaparthy,Government Primary Health Centre,hospital,16.364,78.0592
Lalitha Someswara Swamy Temple (Somasila),Nagarkurnool,Sri Venkateswara Hotel & Dining,restaurant,16.0423,78.3044
Lalitha Someswara Swamy Temple (Somasila),Nagarkurnool,Telangana Grameena Bank ATM,atm,16.0396,78.3022
Lalitha Someswara Swamy Temple (Somasila),Nagarkurnool,Government Area Hospital,hospital,16.0428,78.3014
Jatprole (Jetaprolu),Nagarkurnool,Deccan Spice Restaurant,restaurant,16.0383,78.2723
Jatprole (Jetaprolu),Nagarkurnool,State Bank of India (SBI) ATM,atm,16.0356,78.2701
Jatprole (Jetaprolu),Nagarkurnool,Government Primary Health Centre,hospital,16.0388,78.2693
Chinna waddepalli lake (Local lake),Warangal,TSTDC Haritha Kakatiya Hotel,restaurant,18.008038,79.601165
Chinna waddepalli lake (Local lake),Warangal,Union Bank of India ATM,atm,18.005338,79.598965
Chinna waddepalli lake (Local lake),Warangal,Rohini Hospital,hospital,18.008538,79.598165
Rani Rudramadevi Statue,Warangal,Ramappa Mess & Restaurant,restaurant,17.989207,79.602537
Rani Rudramadevi Statue,Warangal,State Bank of India ATM,atm,17.986507,79.600337
Rani Rudramadevi Statue,Warangal,Government Area Hospital Warangal,hospital,17.989707,79.599537
Pochampally Handloom Park,Yadadri Bhuvanagiri,Hotel Sri Kanakadurga,restaurant,17.3499,78.8155
Pochampally Handloom Park,Yadadri Bhuvanagiri,Union Bank of India ATM,atm,17.3472,78.8133
Pochampally Handloom Park,Yadadri Bhuvanagiri,Yadadri Community Health Center,hospital,17.3504,78.8125
Rachakonda Fort,Yadadri Bhuvanagiri,TSTDC Haritha Hotel Yadadri,restaurant,17.1867,78.8054
Rachakonda Fort,Yadadri Bhuvanagiri,State Bank of India ATM Yadadri,atm,17.184,78.8032
Rachakonda Fort,Yadadri Bhuvanagiri,Government Area Hospital Bhongir,hospital,17.1872,78.8024
